4,Don't forget to write me back from time to time,Nemoj zaboraviti javiti se s vremena na vrijeme.,,none
4,Short Expressions and words,Kratki izrazi i riječi,,none
4000,Good,dobro,,none
4000,Bad,loše,,none
3000,So-so (or: not bad not good),tako tako,,none
100,Big,veliko,,none
100,Small,malo,,none
100,Today,danas,,none
100,Now,sada,,none
128,Tomorrow,sutra,,none
128,Yesterday,jučer,,none
4,Yes,da,,none
4,No,ne,,none
32,Fast,brzo,,none
32,Slow,polako,,none
32,Hot,vruče,,none
32,Cold,hladno,,none
32,This,ovo,,none
32,That,ono,,none
32,Here,ovdje,,none
32,There,ondje,,none
32,Me (ie. Who did this? - Me),ja,,none
32,You,ti,,none
32,Him,on,,none
128,Her,ona,,none
128,Us,mi,,none
128,Them,oni,,none
128,Really?,Stvarno?,,none
128,Look!,Pogledaj (friendly),,none
128,What?,Što?,,none
128,Where?,Gdje?,,none
128,Who?,Tko?,,none
128,How?,Kako?,,none
128,When?,Kada?,,none
128,Why?,Zašto?,,none
